-1.67,-2.0
-1.67,-1.78
-1.67,-1.56
-1.67,-1.12
-1.67,-0.24
-1.67,-0.02
-1.67,0.86
-1.67,1.3
-1.67,1.52
-1.45,-2.0
-1.45,-1.78
-1.45,-1.56
-1.45,-1.12
-1.45,-0.24
-1.45,-0.02
-1.45,0.86
-1.45,1.3
-1.45,1.52
-1.23,-2.0
-1.23,-1.34
-1.23,-0.9
-1.23,-0.68
-1.23,-0.46
-1.23,0.2
-1.23,0.42
-1.23,0.64
-1.23,1.08
-1.01,-2.0
-1.01,-1.78
-1.01,-1.56
-1.01,-1.12
-1.01,-0.24
-1.01,-0.02
-1.01,0.86
-1.01,1.3
-1.01,1.52
-0.79,-2.0
-0.79,-1.34
-0.79,-0.9
-0.79,-0.68
-0.79,-0.46
-0.79,0.2
-0.79,0.42
-0.79,0.64
-0.79,1.08
-0.57,-2.0
-0.57,-1.34
-0.57,-0.9
-0.57,-0.68
-0.57,-0.46
-0.57,0.2
-0.57,0.42
-0.57,0.64
-0.57,1.08
-0.35,-2.0
-0.35,-1.34
-0.35,-0.9
-0.35,-0.68
-0.35,-0.46
-0.35,0.2
-0.35,0.42
-0.35,0.64
-0.35,1.08
-0.13,-2.0
-0.13,-1.78
-0.13,-1.56
-0.13,-1.12
-0.13,-0.24
-0.13,-0.02
-0.13,0.86
-0.13,1.3
-0.13,1.52
0.09,-2.0
0.09,-1.78
0.09,-1.56
0.09,-1.12
0.09,-0.24
0.09,-0.02
0.09,0.86
0.09,1.3
0.09,1.52
0.31,-2.0
0.31,-1.34
0.31,-0.9
0.31,-0.68
0.31,-0.46
0.31,0.2
0.31,0.42
0.31,0.64
0.31,1.08
0.53,-2.0
0.53,-1.34
0.53,-0.9
0.53,-0.68
0.53,-0.46
0.53,0.2
0.53,0.42
0.53,0.64
0.53,1.08
0.75,-2.0
0.75,-1.34
0.75,-0.9
0.75,-0.68
0.75,-0.46
0.75,0.2
0.75,0.42
0.75,0.64
0.75,1.08
0.97,-2.0
0.97,-1.78
0.97,-1.56
0.97,-1.12
0.97,-0.24
0.97,-0.02
0.97,0.86
0.97,1.3
0.97,1.52
1.19,-2.0
1.19,-1.34
1.19,-0.9
1.19,-0.68
1.19,-0.46
1.19,0.2
1.19,0.42
1.19,0.64
1.19,1.08
1.41,-2.0
1.41,-1.78
1.41,-1.56
1.41,-1.12
1.41,-0.24
1.41,-0.02
1.41,0.86
1.41,1.3
1.41,1.52
1.63,-2.0
1.63,-1.78
1.63,-1.56
1.63,-1.12
1.63,-0.24
1.63,-0.02
1.63,0.86
1.63,1.3
1.63,1.52
